SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDate,DueDate,ShipDate,SalesTerritoryKey,OrderQuantity,UnitPrice,ProductStandardCost,SalesAmount,TaxAmount,FreightAmount,
SO67480,1,13107,577,3/2/2023,3/12/2023,3/9/2023,9,1,1214.85,755.1508,1214.85,97.188,30.3713,
SO67480,2,13107,222,3/2/2023,3/12/2023,3/9/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67481,1,12701,573,3/2/2023,3/12/2023,3/9/2023,9,1,2384.07,1481.9379,2384.07,190.7256,59.6018,
SO67481,2,12701,477,3/2/2023,3/12/2023,3/9/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67481,3,12701,479,3/2/2023,3/12/2023,3/9/2023,9,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67481,4,12701,214,3/2/2023,3/12/2023,3/9/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67481,5,12701,481,3/2/2023,3/12/2023,3/9/2023,9,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67482,1,17258,588,3/3/2023,3/13/2023,3/10/2023,9,1,769.49,419.7784,769.49,61.5592,19.2373,
SO67483,1,17288,588,3/3/2023,3/13/2023,3/10/2023,9,1,769.49,419.7784,769.49,61.5592,19.2373,
SO67483,2,17288,478,3/3/2023,3/13/2023,3/10/2023,9,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67483,3,17288,477,3/3/2023,3/13/2023,3/10/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67483,4,17288,471,3/3/2023,3/13/2023,3/10/2023,9,1,63.5,23.749,63.5,5.08,1.5875,
SO67484,1,13952,535,3/3/2023,3/13/2023,3/10/2023,9,1,24.99,9.3463,24.99,1.9992,0.6248,
SO67484,2,13952,528,3/3/2023,3/13/2023,3/10/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67484,3,13952,480,3/3/2023,3/13/2023,3/10/2023,9,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67485,1,13623,535,3/3/2023,3/13/2023,3/10/2023,9,1,24.99,9.3463,24.99,1.9992,0.6248,
SO67485,2,13623,528,3/3/2023,3/13/2023,3/10/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67485,3,13623,480,3/3/2023,3/13/2023,3/10/2023,9,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67485,4,13623,484,3/3/2023,3/13/2023,3/10/2023,9,1,7.95,2.9733,7.95,0.636,0.1988,
SO67486,1,21198,536,3/3/2023,3/13/2023,3/10/2023,9,1,29.99,11.2163,29.99,2.3992,0.7498,
SO67486,2,21198,528,3/3/2023,3/13/2023,3/10/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67486,3,21198,214,3/3/2023,3/13/2023,3/10/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67487,1,16690,536,3/3/2023,3/13/2023,3/10/2023,9,1,29.99,11.2163,29.99,2.3992,0.7498,
SO67487,2,16690,472,3/3/2023,3/13/2023,3/10/2023,9,1,63.5,23.749,63.5,5.08,1.5875,
SO67488,1,19674,528,3/3/2023,3/13/2023,3/10/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67488,2,19674,537,3/3/2023,3/13/2023,3/10/2023,9,1,35,13.09,35,2.8,0.875,
SO67488,3,19674,480,3/3/2023,3/13/2023,3/10/2023,9,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67489,1,13013,476,3/3/2023,3/13/2023,3/10/2023,9,1,69.99,26.1763,69.99,5.5992,1.7498,
SO67490,1,12695,529,3/3/2023,3/13/2023,3/10/2023,9,1,3.99,1.4923,3.99,0.3192,0.0998,
SO67491,1,15231,217,3/3/2023,3/13/2023,3/10/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67491,2,15231,463,3/3/2023,3/13/2023,3/10/2023,9,1,24.49,9.1593,24.49,1.9592,0.6123,
SO67492,1,11370,237,3/3/2023,3/13/2023,3/10/2023,9,1,49.99,38.4923,49.99,3.9992,1.2498,
SO67493,1,13961,237,3/3/2023,3/13/2023,3/10/2023,9,1,49.99,38.4923,49.99,3.9992,1.2498,
SO67494,1,17066,231,3/3/2023,3/13/2023,3/10/2023,9,1,49.99,38.4923,49.99,3.9992,1.2498,
SO67494,2,17066,465,3/3/2023,3/13/2023,3/10/2023,9,1,24.49,9.1593,24.49,1.9592,0.6123,
SO67495,1,13127,487,3/3/2023,3/13/2023,3/10/2023,9,1,54.99,20.5663,54.99,4.3992,1.3748,
SO67496,1,16547,378,3/3/2023,3/13/2023,3/10/2023,7,1,2443.35,1554.9479,2443.35,195.468,61.0838,
SO67496,2,16547,477,3/3/2023,3/13/2023,3/10/2023,7,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67496,3,16547,479,3/3/2023,3/13/2023,3/10/2023,7,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67497,1,12547,357,3/3/2023,3/13/2023,3/10/2023,7,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO67498,1,16392,355,3/3/2023,3/13/2023,3/10/2023,7,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO67498,2,16392,214,3/3/2023,3/13/2023,3/10/2023,7,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67499,1,14769,590,3/3/2023,3/13/2023,3/10/2023,8,1,769.49,419.7784,769.49,61.5592,19.2373,
SO67499,2,14769,231,3/3/2023,3/13/2023,3/10/2023,8,1,49.99,38.4923,49.99,3.9992,1.2498,
SO67500,1,22307,587,3/3/2023,3/13/2023,3/10/2023,8,1,769.49,419.7784,769.49,61.5592,19.2373,
SO67500,2,22307,536,3/3/2023,3/13/2023,3/10/2023,8,1,29.99,11.2163,29.99,2.3992,0.7498,
SO67500,3,22307,528,3/3/2023,3/13/2023,3/10/2023,8,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67501,1,25442,583,3/3/2023,3/13/2023,3/10/2023,7,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO67501,2,25442,214,3/3/2023,3/13/2023,3/10/2023,7,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67502,1,26352,580,3/3/2023,3/13/2023,3/10/2023,8,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO67502,2,26352,488,3/3/2023,3/13/2023,3/10/2023,8,1,53.99,41.5723,53.99,4.3192,1.3498,
SO67502,3,26352,225,3/3/2023,3/13/2023,3/10/2023,8,1,8.99,6.9223,8.99,0.7192,0.2248,
SO67503,1,11361,535,3/3/2023,3/13/2023,3/10/2023,9,1,24.99,9.3463,24.99,1.9992,0.6248,
SO67503,2,11361,528,3/3/2023,3/13/2023,3/10/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67503,3,11361,217,3/3/2023,3/13/2023,3/10/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67504,1,11711,529,3/3/2023,3/13/2023,3/10/2023,6,1,3.99,1.4923,3.99,0.3192,0.0998,
SO67505,1,26621,541,3/3/2023,3/13/2023,3/10/2023,1,1,28.99,10.8423,28.99,2.3192,0.7248,
SO67506,1,12970,541,3/3/2023,3/13/2023,3/10/2023,6,1,28.99,10.8423,28.99,2.3192,0.7248,
SO67506,2,12970,530,3/3/2023,3/13/2023,3/10/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67506,3,12970,480,3/3/2023,3/13/2023,3/10/2023,6,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67506,4,12970,484,3/3/2023,3/13/2023,3/10/2023,6,1,7.95,2.9733,7.95,0.636,0.1988,
SO67506,5,12970,486,3/3/2023,3/13/2023,3/10/2023,6,1,159,59.466,159,12.72,3.975,
SO67507,1,11287,530,3/3/2023,3/13/2023,3/10/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67507,2,11287,541,3/3/2023,3/13/2023,3/10/2023,6,1,28.99,10.8423,28.99,2.3192,0.7248,
SO67508,1,11200,535,3/3/2023,3/13/2023,3/10/2023,6,1,24.99,9.3463,24.99,1.9992,0.6248,
SO67508,2,11200,528,3/3/2023,3/13/2023,3/10/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67508,3,11200,231,3/3/2023,3/13/2023,3/10/2023,6,1,49.99,38.4923,49.99,3.9992,1.2498,
SO67509,1,21702,535,3/3/2023,3/13/2023,3/10/2023,6,1,24.99,9.3463,24.99,1.9992,0.6248,
SO67509,2,21702,528,3/3/2023,3/13/2023,3/10/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67509,3,21702,485,3/3/2023,3/13/2023,3/10/2023,6,1,21.98,8.2205,21.98,1.7584,0.5495,
SO67510,1,23131,536,3/3/2023,3/13/2023,3/10/2023,1,1,29.99,11.2163,29.99,2.3992,0.7498,
SO67511,1,22985,528,3/3/2023,3/13/2023,3/10/2023,1,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67511,2,22985,536,3/3/2023,3/13/2023,3/10/2023,1,1,29.99,11.2163,29.99,2.3992,0.7498,
SO67511,3,22985,485,3/3/2023,3/13/2023,3/10/2023,1,1,21.98,8.2205,21.98,1.7584,0.5495,
SO67511,4,22985,465,3/3/2023,3/13/2023,3/10/2023,1,1,24.49,9.1593,24.49,1.9592,0.6123,
SO67512,1,15402,478,3/3/2023,3/13/2023,3/10/2023,6,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67512,2,15402,477,3/3/2023,3/13/2023,3/10/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67513,1,22342,477,3/3/2023,3/13/2023,3/10/2023,1,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67513,2,22342,478,3/3/2023,3/13/2023,3/10/2023,1,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67513,3,22342,491,3/3/2023,3/13/2023,3/10/2023,1,1,53.99,41.5723,53.99,4.3192,1.3498,
SO67514,1,20704,478,3/3/2023,3/13/2023,3/10/2023,1,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67514,2,20704,477,3/3/2023,3/13/2023,3/10/2023,1,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67514,3,20704,491,3/3/2023,3/13/2023,3/10/2023,1,1,53.99,41.5723,53.99,4.3192,1.3498,
SO67514,4,20704,225,3/3/2023,3/13/2023,3/10/2023,1,1,8.99,6.9223,8.99,0.7192,0.2248,
SO67515,1,19022,474,3/3/2023,3/13/2023,3/10/2023,4,1,69.99,26.1763,69.99,5.5992,1.7498,
SO67516,1,16960,477,3/3/2023,3/13/2023,3/10/2023,1,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67517,1,16336,528,3/3/2023,3/13/2023,3/10/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67517,2,16336,214,3/3/2023,3/13/2023,3/10/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67517,3,16336,467,3/3/2023,3/13/2023,3/10/2023,4,1,24.49,9.1593,24.49,1.9592,0.6123,
SO67518,1,15982,528,3/3/2023,3/13/2023,3/10/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67519,1,15907,528,3/3/2023,3/13/2023,3/10/2023,1,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67520,1,19147,485,3/3/2023,3/13/2023,3/10/2023,6,1,21.98,8.2205,21.98,1.7584,0.5495,
SO67520,2,19147,477,3/3/2023,3/13/2023,3/10/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67520,3,19147,478,3/3/2023,3/13/2023,3/10/2023,6,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67520,4,19147,480,3/3/2023,3/13/2023,3/10/2023,6,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67521,1,17757,535,3/3/2023,3/13/2023,3/10/2023,10,1,24.99,9.3463,24.99,1.9992,0.6248,
SO67522,1,17645,528,3/3/2023,3/13/2023,3/10/2023,10,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67523,1,19066,485,3/3/2023,3/13/2023,3/10/2023,10,1,21.98,8.2205,21.98,1.7584,0.5495,
SO67523,2,19066,225,3/3/2023,3/13/2023,3/10/2023,10,1,8.99,6.9223,8.99,0.7192,0.2248,
SO67523,3,19066,491,3/3/2023,3/13/2023,3/10/2023,10,1,53.99,41.5723,53.99,4.3192,1.3498,
SO67524,1,17807,535,3/3/2023,3/13/2023,3/10/2023,10,1,24.99,9.3463,24.99,1.9992,0.6248,
SO67524,2,17807,528,3/3/2023,3/13/2023,3/10/2023,10,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67524,3,17807,214,3/3/2023,3/13/2023,3/10/2023,10,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67524,4,17807,225,3/3/2023,3/13/2023,3/10/2023,10,1,8.99,6.9223,8.99,0.7192,0.2248,
SO67525,1,29402,489,3/3/2023,3/13/2023,3/10/2023,7,1,53.99,41.5723,53.99,4.3192,1.3498,
SO67526,1,13681,528,3/3/2023,3/13/2023,3/10/2023,7,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67526,2,13681,537,3/3/2023,3/13/2023,3/10/2023,7,1,35,13.09,35,2.8,0.875,
SO67526,3,13681,214,3/3/2023,3/13/2023,3/10/2023,7,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67527,1,13547,478,3/3/2023,3/13/2023,3/10/2023,10,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67527,2,13547,477,3/3/2023,3/13/2023,3/10/2023,10,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67527,3,13547,222,3/3/2023,3/13/2023,3/10/2023,10,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67528,1,20176,536,3/3/2023,3/13/2023,3/10/2023,8,1,29.99,11.2163,29.99,2.3992,0.7498,
SO67528,2,20176,480,3/3/2023,3/13/2023,3/10/2023,8,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67529,1,16423,539,3/3/2023,3/13/2023,3/10/2023,7,1,24.99,9.3463,24.99,1.9992,0.6248,
SO67529,2,16423,529,3/3/2023,3/13/2023,3/10/2023,7,1,3.99,1.4923,3.99,0.3192,0.0998,
SO67529,3,16423,487,3/3/2023,3/13/2023,3/10/2023,7,1,54.99,20.5663,54.99,4.3992,1.3748,
SO67530,1,18023,529,3/3/2023,3/13/2023,3/10/2023,8,1,3.99,1.4923,3.99,0.3192,0.0998,
SO67530,2,18023,539,3/3/2023,3/13/2023,3/10/2023,8,1,24.99,9.3463,24.99,1.9992,0.6248,
SO67530,3,18023,486,3/3/2023,3/13/2023,3/10/2023,8,1,159,59.466,159,12.72,3.975,
SO67531,1,23615,536,3/3/2023,3/13/2023,3/10/2023,10,1,29.99,11.2163,29.99,2.3992,0.7498,
SO67531,2,23615,480,3/3/2023,3/13/2023,3/10/2023,10,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67532,1,29370,541,3/3/2023,3/13/2023,3/10/2023,8,1,28.99,10.8423,28.99,2.3192,0.7248,
SO67532,2,29370,530,3/3/2023,3/13/2023,3/10/2023,8,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67532,3,29370,482,3/3/2023,3/13/2023,3/10/2023,8,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67532,4,29370,487,3/3/2023,3/13/2023,3/10/2023,8,1,54.99,20.5663,54.99,4.3992,1.3748,
SO67533,1,12288,538,3/3/2023,3/13/2023,3/10/2023,10,1,21.49,8.0373,21.49,1.7192,0.5373,
SO67533,2,12288,473,3/3/2023,3/13/2023,3/10/2023,10,1,63.5,23.749,63.5,5.08,1.5875,
SO67533,3,12288,529,3/3/2023,3/13/2023,3/10/2023,10,1,3.99,1.4923,3.99,0.3192,0.0998,
SO67534,1,20867,529,3/3/2023,3/13/2023,3/10/2023,7,1,3.99,1.4923,3.99,0.3192,0.0998,
SO67534,2,20867,217,3/3/2023,3/13/2023,3/10/2023,7,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67535,1,19478,538,3/3/2023,3/13/2023,3/10/2023,10,1,21.49,8.0373,21.49,1.7192,0.5373,
SO67535,2,19478,480,3/3/2023,3/13/2023,3/10/2023,10,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67536,1,25644,530,3/3/2023,3/13/2023,3/10/2023,7,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67536,2,25644,479,3/3/2023,3/13/2023,3/10/2023,7,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67536,3,25644,477,3/3/2023,3/13/2023,3/10/2023,7,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67537,1,11127,537,3/3/2023,3/13/2023,3/10/2023,4,1,35,13.09,35,2.8,0.875,
SO67537,2,11127,528,3/3/2023,3/13/2023,3/10/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67538,1,12363,537,3/3/2023,3/13/2023,3/10/2023,6,1,35,13.09,35,2.8,0.875,
SO67538,2,12363,528,3/3/2023,3/13/2023,3/10/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67538,3,12363,217,3/3/2023,3/13/2023,3/10/2023,6,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67538,4,12363,237,3/3/2023,3/13/2023,3/10/2023,6,1,49.99,38.4923,49.99,3.9992,1.2498,
SO67538,5,12363,225,3/3/2023,3/13/2023,3/10/2023,6,1,8.99,6.9223,8.99,0.7192,0.2248,
SO67539,1,12889,485,3/3/2023,3/13/2023,3/10/2023,1,1,21.98,8.2205,21.98,1.7584,0.5495,
SO67540,1,17385,485,3/3/2023,3/13/2023,3/10/2023,6,1,21.98,8.2205,21.98,1.7584,0.5495,
SO67540,2,17385,478,3/3/2023,3/13/2023,3/10/2023,6,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67540,3,17385,477,3/3/2023,3/13/2023,3/10/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67540,4,17385,228,3/3/2023,3/13/2023,3/10/2023,6,1,49.99,38.4923,49.99,3.9992,1.2498,
SO67540,5,17385,463,3/3/2023,3/13/2023,3/10/2023,6,1,24.49,9.1593,24.49,1.9592,0.6123,
SO67541,1,11596,478,3/3/2023,3/13/2023,3/10/2023,10,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67541,2,11596,477,3/3/2023,3/13/2023,3/10/2023,10,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67541,3,11596,214,3/3/2023,3/13/2023,3/10/2023,10,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67542,1,12258,234,3/3/2023,3/13/2023,3/10/2023,8,1,49.99,38.4923,49.99,3.9992,1.2498,
SO67543,1,19854,597,3/3/2023,3/13/2023,3/10/2023,4,1,539.99,294.5797,539.99,43.1992,13.4998,
SO67543,2,19854,478,3/3/2023,3/13/2023,3/10/2023,4,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67543,3,19854,477,3/3/2023,3/13/2023,3/10/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67544,1,22267,591,3/3/2023,3/13/2023,3/10/2023,6,1,564.99,308.2179,564.99,45.1992,14.1248,
SO67544,2,22267,478,3/3/2023,3/13/2023,3/10/2023,6,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67544,3,22267,477,3/3/2023,3/13/2023,3/10/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67544,4,22267,225,3/3/2023,3/13/2023,3/10/2023,6,1,8.99,6.9223,8.99,0.7192,0.2248,
SO67545,1,14902,587,3/3/2023,3/13/2023,3/10/2023,4,1,769.49,419.7784,769.49,61.5592,19.2373,
SO67545,2,14902,475,3/3/2023,3/13/2023,3/10/2023,4,1,69.99,26.1763,69.99,5.5992,1.7498,
SO67546,1,16112,359,3/3/2023,3/13/2023,3/10/2023,4,1,2294.99,1251.9813,2294.99,183.5992,57.3748,
SO67546,2,16112,478,3/3/2023,3/13/2023,3/10/2023,4,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67546,3,16112,477,3/3/2023,3/13/2023,3/10/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67546,4,16112,471,3/3/2023,3/13/2023,3/10/2023,4,1,63.5,23.749,63.5,5.08,1.5875,
SO67547,1,28688,567,3/3/2023,3/13/2023,3/10/2023,8,1,742.35,461.4448,742.35,59.388,18.5588,
SO67547,2,28688,486,3/3/2023,3/13/2023,3/10/2023,8,1,159,59.466,159,12.72,3.975,
SO67548,1,12526,566,3/3/2023,3/13/2023,3/10/2023,10,1,742.35,461.4448,742.35,59.388,18.5588,
SO67548,2,12526,477,3/3/2023,3/13/2023,3/10/2023,10,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67548,3,12526,479,3/3/2023,3/13/2023,3/10/2023,10,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67548,4,12526,222,3/3/2023,3/13/2023,3/10/2023,10,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67548,5,12526,225,3/3/2023,3/13/2023,3/10/2023,10,1,8.99,6.9223,8.99,0.7192,0.2248,
SO67548,6,12526,234,3/3/2023,3/13/2023,3/10/2023,10,1,49.99,38.4923,49.99,3.9992,1.2498,
SO67549,1,15184,353,3/3/2023,3/13/2023,3/10/2023,9,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO67549,2,15184,478,3/3/2023,3/13/2023,3/10/2023,9,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67549,3,15184,477,3/3/2023,3/13/2023,3/10/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67549,4,15184,222,3/3/2023,3/13/2023,3/10/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67550,1,15219,361,3/3/2023,3/13/2023,3/10/2023,9,1,2294.99,1251.9813,2294.99,183.5992,57.3748,
SO67550,2,15219,487,3/3/2023,3/13/2023,3/10/2023,9,1,54.99,20.5663,54.99,4.3992,1.3748,
SO67551,1,15150,353,3/3/2023,3/13/2023,3/10/2023,9,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO67551,2,15150,478,3/3/2023,3/13/2023,3/10/2023,9,1,9.99,3.7363,9.99,0.7992,0.2498,
SO67552,1,26189,386,3/3/2023,3/13/2023,3/10/2023,9,1,1120.49,713.0798,1120.49,89.6392,28.0123,
SO67552,2,26189,479,3/3/2023,3/13/2023,3/10/2023,9,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67552,3,26189,477,3/3/2023,3/13/2023,3/10/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67552,4,26189,225,3/3/2023,3/13/2023,3/10/2023,9,1,8.99,6.9223,8.99,0.7192,0.2248,
SO67553,1,23662,581,3/3/2023,3/13/2023,3/10/2023,9,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO67553,2,23662,214,3/3/2023,3/13/2023,3/10/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67554,1,25558,604,3/3/2023,3/13/2023,3/10/2023,9,1,539.99,343.6496,539.99,43.1992,13.4998,
SO67554,2,25558,479,3/3/2023,3/13/2023,3/10/2023,9,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67554,3,25558,477,3/3/2023,3/13/2023,3/10/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67554,4,25558,488,3/3/2023,3/13/2023,3/10/2023,9,1,53.99,41.5723,53.99,4.3192,1.3498,
SO67555,1,25020,606,3/3/2023,3/13/2023,3/10/2023,9,1,539.99,343.6496,539.99,43.1992,13.4998,
SO67555,2,25020,479,3/3/2023,3/13/2023,3/10/2023,9,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67556,1,24252,584,3/3/2023,3/13/2023,3/10/2023,9,1,539.99,343.6496,539.99,43.1992,13.4998,
SO67556,2,24252,479,3/3/2023,3/13/2023,3/10/2023,9,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67556,3,24252,477,3/3/2023,3/13/2023,3/10/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67556,4,24252,225,3/3/2023,3/13/2023,3/10/2023,9,1,8.99,6.9223,8.99,0.7192,0.2248,
SO67557,1,21878,378,3/3/2023,3/13/2023,3/10/2023,9,1,2443.35,1554.9479,2443.35,195.468,61.0838,
SO67557,2,21878,529,3/3/2023,3/13/2023,3/10/2023,9,1,3.99,1.4923,3.99,0.3192,0.0998,
SO67557,3,21878,540,3/3/2023,3/13/2023,3/10/2023,9,1,32.6,12.1924,32.6,2.608,0.815,
SO67557,4,21878,480,3/3/2023,3/13/2023,3/10/2023,9,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67558,1,24811,575,3/3/2023,3/13/2023,3/10/2023,4,1,2384.07,1481.9379,2384.07,190.7256,59.6018,
SO67558,2,24811,491,3/3/2023,3/13/2023,3/10/2023,4,1,53.99,41.5723,53.99,4.3192,1.3498,
SO67559,1,27453,563,3/3/2023,3/13/2023,3/10/2023,4,1,2384.07,1481.9379,2384.07,190.7256,59.6018,
SO67559,2,27453,214,3/3/2023,3/13/2023,3/10/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67560,1,27279,563,3/3/2023,3/13/2023,3/10/2023,1,1,2384.07,1481.9379,2384.07,190.7256,59.6018,
SO67560,2,27279,217,3/3/2023,3/13/2023,3/10/2023,1,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67561,1,24235,577,3/3/2023,3/13/2023,3/10/2023,6,1,1214.85,755.1508,1214.85,97.188,30.3713,
SO67561,2,24235,530,3/3/2023,3/13/2023,3/10/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67561,3,24235,541,3/3/2023,3/13/2023,3/10/2023,6,1,28.99,10.8423,28.99,2.3192,0.7248,
SO67561,4,24235,480,3/3/2023,3/13/2023,3/10/2023,6,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67562,1,23816,604,3/3/2023,3/13/2023,3/10/2023,4,1,539.99,343.6496,539.99,43.1992,13.4998,
SO67562,2,23816,538,3/3/2023,3/13/2023,3/10/2023,4,1,21.49,8.0373,21.49,1.7192,0.5373,
SO67562,3,23816,480,3/3/2023,3/13/2023,3/10/2023,4,1,2.29,0.8565,2.29,0.1832,0.0573,
SO67563,1,20069,605,3/3/2023,3/13/2023,3/10/2023,4,1,539.99,343.6496,539.99,43.1992,13.4998,
SO67563,2,20069,222,3/3/2023,3/13/2023,3/10/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67564,1,23683,584,3/3/2023,3/13/2023,3/10/2023,4,1,539.99,343.6496,539.99,43.1992,13.4998,
SO67564,2,23683,479,3/3/2023,3/13/2023,3/10/2023,4,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67564,3,23683,477,3/3/2023,3/13/2023,3/10/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67565,1,23704,605,3/3/2023,3/13/2023,3/10/2023,4,1,539.99,343.6496,539.99,43.1992,13.4998,
SO67565,2,23704,529,3/3/2023,3/13/2023,3/10/2023,4,1,3.99,1.4923,3.99,0.3192,0.0998,
SO67565,3,23704,538,3/3/2023,3/13/2023,3/10/2023,4,1,21.49,8.0373,21.49,1.7192,0.5373,
SO67565,4,23704,222,3/3/2023,3/13/2023,3/10/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO67566,1,23340,606,3/3/2023,3/13/2023,3/10/2023,4,1,539.99,343.6496,539.99,43.1992,13.4998,
SO67566,2,23340,479,3/3/2023,3/13/2023,3/10/2023,4,1,8.99,3.3623,8.99,0.7192,0.2248,
SO67566,3,23340,477,3/3/2023,3/13/2023,3/10/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO67567,1,21355,388,3/3/2023,3/13/2023,3/10/2023,1,1,1120.49,713.0798,1120.49,89.6392,28.0123,
SO67567,2,21355,539,3/3/2023,3/13/2023,3/10/2023,1,1,24.99,9.3463,24.99,1.9992,0.6248,
